name,iso_country,municipality,iata_code
Cap Skirring Airport,SN,Cap Skirring,CSK
Kaolack Airport,SN,Kaolack,KLC
LÃ©opold SÃ©dar Senghor International Airport,SN,Dakar,DKR
Ouro Sogui Airport,SN,Ouro Sogui,MAX
Podor Airport,SN,Podor,POD
Richard Toll Airport,SN,Richard Toll,RDT
Saint Louis Airport,SN,Saint Louis,XLS
Bakel Airport,SN,Bakel,BXE
KÃ©dougou Airport,SN,KÃ©dougou,KGG
Simenti Airport,SN,Simenti,SMY
Tambacounda Airport,SN,Tambacounda,TUD
Aioun el Atrouss Airport,MR,Aioun El Atrouss,AEO
Boutilimit Airport,MR,Boutilimit,OTL
Tichitt Airport,MR,Tichitt,THI
Tidjikja Airport,MR,Tidjikja,TIY
Abbaye Airport,MR,Boghe,BGH
Kiffa Airport,MR,Kiffa,KFA
Timbedra Airport,MR,Timbedra,TMD
NÃ©ma Airport,MR,NÃ©ma,EMN
Akjoujt Airport,MR,Akjoujt,AJJ
KaÃ©di Airport,MR,KaÃ©di,KED
Letfotar Airport,MR,Moudjeria,MOM
NouakchottâOumtounsy International Airport,MR,Nouakchott,NKC
SÃ©libaby Airport,MR,SÃ©libaby,SEY
Tamchakett Airport,MR,Tamchakett,THT
Atar International Airport,MR,Atar,ATR
Fderik Airport,MR,Fderik,FGD
Nouadhibou International Airport,MR,Nouadhibou,NDB
Tazadit Airport,MR,ZouÃ©rate,OUZ
Grand Cess Airport,LR,Grand Cess,GRC
Garuahi Airport,PG,Garuahi,GRH
Granite Mountain Air Station,US,Granite Mountain,GMT
Chiquimula Airport,GT,Chiquimula,CIQ
Dos Lagunas Airport,GT,Dos Lagunas,DON
El Naranjo Airport,GT,El Naranjo,ENJ
Paso Caballos Airport,GT,Paso Caballos,PCG
El PetÃ©n Airport,GT,Tikal,TKM
Uaxactun Airport,GT,Uaxactun,UAX
Playa Grande Airport,GT,Playa Grande,PKJ
Kirawira B Aerodrome,TZ,Grumeti Game Reserve,GTZ
Conakry International Airport,GN,Conakry,CKY
Guriaso (Keraso) Airport,PG,Guriaso,GUE
Fria Airport,GN,Fria,FIG
Faranah Airport,GN,Faranah,FAA
Kissidougou Airport,GN,Kissidougou,KSI
Tata Airport,GN,LabÃ©,LEK
Macenta Airport,GN,Macenta,MCA
NzÃ©rÃ©korÃ© Airport,GN,NzÃ©rÃ©korÃ©,NZE
BokÃ© Baralande Airport,GN,BokÃ©,BKJ
Sambailo Airport,GN,Koundara,SBI
Siguiri Airport,GN,Siguiri,GII
Kankan Airport,GN,Kankan,KNN
AmÃ­lcar Cabral International Airport,CV,Espargos,SID
Agostinho Neto Airport,CV,Ponta do Sol,NTO
Rabil Airport,CV,Rabil,BVC
Gordonsville Municipal Airport,US,Gordonsville,GVE
Maio Airport,CV,Vila do Maio,MMO
Mosteiros Airport,CV,Vila do Mosteiros,MTI
Praia International Airport,CV,Praia,RAI
SÃ£o Filipe Airport,CV,SÃ£o Filipe,SFL
PreguiÃ§a Airport,CV,PreguiÃ§a,SNE
SÃ£o Pedro Airport,CV,SÃ£o Pedro,VXE
Gnarowein Airport,PG,Gnarowein,GWN
Gatow Airport,DE,Spandau,GWW
Bemichi Airport,GY,Bemichi,BCG
Botopasi Airport,SR,Botopasi,BTO
Djumu-Djomoe Airport,SR,Djumu-Djomoe,DOE
Ladouanie Airport,SR,Aurora,LDO
Washabo Airport,SR,Washabo,WSO
Addis Ababa Bole International Airport,ET,Addis Ababa,ADD
Arba Minch Airport,ET,-,AMH
Axum Airport,ET,-,AXU
Baco Airport,ET,Baco,BCO
Bahir Dar Airport,ET,Bahir Dar,BJR
Beica Airport,ET,Beica,BEI
Degah Bur Airport,ET,Degah Bur,DGC
Combolcha Airport,ET,Dessie,DSE
Dembidollo Airport,ET,Dembidollo,DEM
Debra Marcos Airport,ET,Debra Marcos,DBM
Aba Tenna Dejazmach Yilma International Airport,ET,Dire Dawa,DIR
Debre Tabor Airport,ET,Debre Tabor,DBT
Fincha Airport,ET,Fincha,FNH
Robe Airport,ET,Goba,GOB
Ghinnir Airport,ET,Ghinnir,GNN
Gambella Airport,ET,Gambela,GMB
Gonder Airport,ET,Gondar,GDQ
Gode Airport,ET,Gode,GDE
Gore Airport,ET,Gore,GOR
Harar Meda Airport,ET,Debre Zeyit,QHR
Humera Airport,ET,Humera,HUE
Wilwal International Airport,ET,Jijiga,JIJ
Jimma Airport,ET,Jimma,JIM
Kabri Dehar Airport,ET,Kabri Dehar,ABK
Kelafo East Airport,ET,Kelafo,LFO
Awassa Airport,ET,Awassa,AWA
Lalibella Airport,ET,Lalibela,LLI
Mekane Selam Airport,ET,Mekane Selam,MKS
Mekele Airport,ET,-,MQX
Metema Airport,ET,Metema,ETE
Mendi Airport,ET,Mendi,NDM
Mui River Airport,ET,Omo National Park,MUJ
Mizan Teferi Airport,ET,Mizan Teferi,MTF
Negele Airport,ET,Negele Borana,EGL
Nejjo Airport,ET,Nejjo,NEJ
Nekemte Airport,ET,Nekemte,NEK
Beles Airport,ET,Pawe,PWI
Soddu Airport,ET,Soddu,SXU
Shakiso Airport,ET,Shakiso,SKR
Semera Airport,ET,Semera,SZE
Asosa Airport,ET,Asosa,ASO
Tippi Airport,ET,Tippi,TIE
Waca Airport,ET,Waca,WAC
Warder Airport,ET,Warder,WRA
Haycock Airport,US,Haycock,HAY
Hatzfeldhaven Airport,PG,Hatzfeldhaven,HAZ
Bujumbura International Airport,BI,Bujumbura,BJM
Gitega Airport,BI,Gitega,GID
Kirundo Airport,BI,Kirundo,KRE
Qilian Airport,CN,Qilian,HBQ
Hambantota Seaplane Base,LK,Hambantota,HBT
Alula Airport,SO,Alula,ALU
Baidoa Airport,SO,Baidoa,BIB
Candala Airport,SO,Candala,CXN
Bardera Airport,SO,-,BSY
Eil Airport,SO,Eyl,HCM
Bosaso Airport,SO,Bosaso,BSA
Gardo Airport,SO,Gardo,GSR
Egal International Airport,SO,Hargeisa,HGA
Berbera Airport,SO,Berbera,BBO
Lugh Ganane Airport,SO,Luuq,LGX
Kisimayu Airport,SO,-,KMU
Aden Adde International Airport,SO,Mogadishu,MGQ
Beletwene Airport,SO,Beledweyne,BLW
Obbia Airport,SO,Obbia,CMO
Galcaio Airport,SO,Galcaio,GLK
Scusciuban Airport,SO,Scusciuban,CMS
Erigavo Airport,SO,Erigavo,ERA
Burao Airport,SO,Burao,BUO
Garowe Airport,SO,Garowe,GGR
Djibouti-Ambouli Airport,DJ,Djibouti City,JIB
Ali-Sabieh Airport,DJ,Ali-Sabieh,AII
Moucha Airport,DJ,Moucha Island,MHI
Obock Airport,DJ,Obock,OBC
Tadjoura Airport,DJ,Tadjoura,TDJ
Capital International Airport,EG,-,CCE
Siwa Oasis North Airport,EG,Siwa,SEW
El Minya Airport,EG,Minya,EMY
Sidi Barrani Airport,EG,Sidi Barrani,SQK
El Alamein International Airport,EG,El Alamein,DBB
El Arish International Airport,EG,El Arish,AAC
Asyut International Airport,EG,Asyut,ATZ
El Nouzha Airport,EG,Alexandria,ALY
Borg El Arab International Airport,EG,Alexandria,HBE
Abu Simbel Airport,EG,Abu Simbel,ABS
Cairo International Airport,EG,Cairo,CAI
Dakhla Airport,EG,-,DAK
Hurghada International Airport,EG,Hurghada,HRG
El Gora Airport,EG,El Gora,EGH
El Kharga Airport,EG,-,UVL
Luxor International Airport,EG,Luxor,LXR
Marsa Alam International Airport,EG,Marsa Alam,RMF
Sohag International Airport,EG,Sohag,HMB
Mersa Matruh Airport,EG,Mersa Matruh,MUH
Haelogo Airport,PG,Haelogo,HEO
El Oweinat East International Airport,EG,-,GSQ
Port Said Airport,EG,Port Said,PSD
St Catherine International Airport,EG,-,SKV
Sharm El Sheikh International Airport,EG,Sharm el-Sheikh,SSH
Aswan International Airport,EG,Aswan,ASW
Sphinx International Airport,EG,Giza,SPX
Taba International Airport,EG,Taba,TCP
El Tor Airport,EG,-,ELT
Hanchey Army (Fort Rucker) Heliport,US,Fort Rucker Ozark,HEY
Tusi AHP (Hunter Liggett) Heliport,US,Fort Hunter Ligget Jolon,HGT
Asmara International Airport,ER,Asmara,ASM
Massawa International Airport,ER,Massawa,MSW
Assab International Airport,ER,Asab,ASA
Tessenei Airport,ER,Tessenei,TES
Princeville Airport,US,Hanalei,HPV
Waikoloa Heliport,US,Waikoloa Village,WKL
Lianshui Airport,CN,Huai'an,HIA
Shilavo Airport,ET,Shilavo,HIL
Amboseli Airport,KE,Amboseli National Park,ASV
Healy Lake Airport,US,Healy Lake,HKB
Eldoret International Airport,KE,Eldoret,EDL
Eliye Springs Airport,KE,Eliye Springs,EYS
Kalokol Airport,KE,Kalokol,KLK
Garissa Airport,KE,Garissa,GAS
Hola Airport,KE,Hola,HOA
Jomo Kenyatta International Airport,KE,Nairobi,NBO
Keekorok Airport,KE,Keekorok,KEU
Kakamega Airport,KE,Kakamega,GGM
Kisumu Airport,KE,Kisumu,KIS
Kilaguni Airport,KE,Kilaguni,ILU
Kericho Airport,KE,Kericho,KEY
Kitale Airport,KE,Kitale,KTL
Lokichoggio Airport,KE,Lokichoggio,LKG
Lodwar Airport,KE,Lodwar,LOK
Manda Airstrip,KE,Lamu,LAU
Loyengalani Airport,KE,Loyengalani,LOY
Mandera Airport,KE,Mandera,NDE
Marsabit Airport,KE,Marsabit,RBT
Malindi Airport,KE,Malindi,MYD
Mombasa Moi International Airport,KE,Mombasa,MBA
Mara Serena Lodge Airstrip,KE,Masai Mara,MRE
Moyale Airport,KE,Moyale (Lower),OYL
Nyeri Airport,KE,Nyeri,NYE
Nakuru Airport,KE,Nakuru,NUU
Nairobi Wilson Airport,KE,Nairobi,WIL
Nanyuki Airport,KE,Nanyuki,NYK
Buffalo Spring,KE,Samburu,UAS
Ukunda Airstrip,KE,Ukunda,UKA
Wajir Airport,KE,Wajir,WJR
Gardabya Airport,LY,Sirt,SRX
Gamal Abdel Nasser Airport,LY,Tobruk,TOB
Ghat Airport,LY,Ghat,GHT
Kufra Airport,LY,Kufra,AKF
Benina International Airport,LY,Benghazi,BEN
Mitiga Airport,LY,Tripoli,MJI
La Abraq Airport,LY,Al Bayda',LAQ
Sabha Airport,LY,Sabha,SEB
Tripoli International Airport,LY,Tripoli,TIP
Marsa Brega Airport,LY,-,LMQ
Nafurah 1 Airport,LY,Nafurah 1,NFR
Hon Airport,LY,-,HUQ
Ghadames East Airport,LY,Ghadames,LTD
Alzintan Airport,LY,Zintan,ZIS
Zwara Airport,LY,Zuwara,WAX
Erandique Airport,HN,Erandique,EDQ
Nhon Co Airfield,VN,Quang Duc,HOO
Sary Su Airport,KZ,Zhayrem,HRC
Gisenyi Airport,RW,Gisenyi,GYI
Butare Airport,RW,Butare,BTQ
Kigali International Airport,RW,Kigali,KGL
Ruhengeri Airport,RW,Ruhengeri,RHG
Kamembe Airport,RW,Kamembe,KME
Atbara Airport,SD,Atbara,ATB
El Debba Airport,SD,El Debba,EDB
Dongola Airport,SD,Dongola,DOG
Damazin Airport,SD,Ad Damazin,RSS
Paloich Airport- Heliport,SS,Higleig,HGI
El Fasher Airport,SD,El Fasher,ELF
Azaza Airport,SD,Gedaref,GSU
Galegu Airport,SD,Dinder,DNX
Geneina Airport,SD,Geneina,EGN
Heglig Airport,SD,Heglig Oilfield,HEG
Shangjie Airport,CN,Zhengzhou,HSJ
Kassala Airport,SD,Kassala,KSL
Khashm El Girba Airport,SD,Khashm El Girba,GBU
Kosti Airport,SD,Kosti,KST
Kadugli Airport,SD,Kadugli,KDX
Rumbek Airport,SS,Rumbek,RBX
Merowe New Airport,SD,Merowe,MWE
En Nahud Airport,SD,En Nahud,NUD
Nyala Airport,SD,Nyala,UYL
New Halfa Airport,SD,New Halfa,NHF
El Obeid Airport,SD,Al-Ubayyid,EBD
Port Sudan New International Airport,SD,Port Sudan,PZU
Juba International Airport,SS,Juba,JUB
Malakal Airport,SS,Malakal,MAK
Khartoum International Airport,SD,Khartoum,KRT
Wadi Halfa Airport,SD,Wadi Halfa,WHF
Wad Medani Airport,SD,Wad Medani,DNI
Wau Airport,SS,Wau,WUU
Zalingei Airport,SD,Zalingei,ZLX
Arusha Airport,TZ,Arusha,ARK
Bukoba Airport,TZ,Bukoba,BKZ
Julius Nyerere International Airport,TZ,Dar es Salaam,DAR
Dodoma Airport,TZ,Dodoma,DOD
Songwe Airport,TZ,Mbeya,MBI
Iringa Airport,TZ,Nduli,IRI
Kigoma Airport,TZ,Kigoma,TKQ
Kilwa Masoko Airport,TZ,Kilwa Masoko,KIY
Kilimanjaro International Airport,TZ,Arusha,JRO
Lindi Airport,TZ,Lindi,LDI
Lake Manyara Airport,TZ,Lake Manyara National Park,LKY
Khatgal Airport,MN,Hatgal,HTM
Mafia Island Airport,TZ,Mafia Island,MFA
Mwadui Airport,TZ,Mwadui,MWN
Masasi Airport,TZ,Masasi,XMI
Mpanda Airport,TZ,Mpanda,NPY
Moshi Airport,TZ,Moshi,QSI
Mtwara Airport,TZ,Mtwara,MYW
Musoma Airport,TZ,Musoma,MUZ
Mwanza Airport,TZ,Mwanza,MWZ
Nachingwea Airport,TZ,Nachingwea,NCH
Njombe Airport,TZ,Njombe,JOM
Pemba Airport,TZ,Chake,PMA
Seronera Airport,TZ,Seronera,SEU
Songea Airport,TZ,Songea,SGX
Sumbawanga Airport,TZ,Sumbawanga,SUT
Shinyanga Airport,TZ,Shinyanga,SHY
Tabora Airport,TZ,Tabora,TBO
Tanga Airport,TZ,Tanga,TGT
Abeid Amani Karume International Airport,TZ,Zanzibar,ZNZ
Arua Airport,UG,Arua,RUA
Entebbe International Airport,UG,Kampala,EBB
Gulu Airport,UG,Gulu,ULU
Jinja Airport,UG,Jinja,JIN
Kololo Airstrip,UG,Kampala,KLA
Pakuba Airfield,UG,Kabalega Falls,PAF
Kasese Airport,UG,Kasese,KSE
Mbarara Airport,UG,Mbarara,MBQ
Masindi Airport,UG,Masindi,KCU
Soroti Airport,UG,Soroti,SRT
Tororo Airport,UG,Tororo,TRY
Hawabango Airport,PG,Hawabango,HWA
Hollis Clark Bay Seaplane Base,US,Hollis,HYL
Iboki Airport,PG,Iboki,IBI
Indigo Bay Lodge Airport,MZ,Bazaruto Island,IBL
Sicogon Airstrip,PH,Sicogon Island,ICO
Pulau Panjang Airport,ID,Jakarta,PPJ
Noto Hadinegoro- Jember Airport,ID,Jember,JBB
Blimbingsari Airport,ID,Banyuwangi,BWX
Aji Pangeran Tumenggung Pranoto International Airport,ID,Samarinda,AAP
Bawean Airport,ID,Bawean,BXW
Apalapsili Airport,ID,Apalapsili,AAS
Anggi Airport,ID,Anggi-Papua Island,AGD
Gunung Batin Airport,ID,Astraksetra-Sumatra Island,AKQ
Ayawasi Airport,ID,Ayawasi-Papua Island,AYW
Boalang Airport,ID,Boalang-Celebes Island,BJG
Batom Airport,ID,Batom-Papua Island,BXM
Dabra Airport,ID,Dabra-Papua Island,DRH
Elelim Airport,ID,Elelim-Papua Island,ELR
Ewer Airport,ID,Asmat,EWE
Kornasoren Airfield,ID,Kornasoren-Numfoor Island,FOO
Gag Island Airport,ID,Gag Island,GAV
Ilu Airport,ID,Ilu-Papua Island,IUL
Karubaga Airport,ID,Karubaga-Papua Island,KBF
Kambuaya Airport,ID,Kambuaya-Papua Island,KBX
Kamur Airport,ID,Kamur-Papua Island,KCD
Kon Airport,TL,Kon,KCI
Keisah Airport,ID,Keisah-Papua Island,KEA
Kiman Airport,ID,Kiman-Papua Island,KMM
Kotabangun Airport,ID,Kotabangun-Borneo Island,KOD
Departi Parbo Airport,ID,Sungai Penuh,KRC
Dewadaru Airport,ID,Karimunjawa-Karimunjawa Island,KWB
Kelila Airport,ID,Kelila-Papua Island,LLN
Lewoleba Airport,ID,Lewoleba-Lembata Island,LWE
Lunyuk Airport,ID,Lunyuk-Simbawa Island,LYK
Mangunjaya Airport,ID,Mangungaya-Sumatra Island,MJY
Maliana airport,ID,Maliana-Alor Island,MPT
Masalembo Airport,ID,Masalembo Island,MSI
Muting Airport,ID,Muting,MUF
Banaina Airport,ID,Banaina-Borneo Island,NAF
Obano Airport,ID,Obano-Papua Island,OBD
Pomala Airport,ID,Kolaka,PUM
Purwokerto Airport,ID,Purwokerto-Java Island,PWL
Sugimanuru Airport,ID,Raha-Muna Island,RAQ
Rokot Airport,ID,Rokot-Sumatra Island,RKI
Roti Airport,ID,Roti-Rote Island,RTI
Yuruf Airport,ID,Amgotro,RUF
Sawan Airport,ID,Sawan-Bali Island,RZS
Sangir Airport,ID,Sangir-Simbawa Island,SAE
Tumbang Samba Airport,ID,Tumbang Samba-Borneo Island,TBM
Tiom Airport,ID,Tiom-Papua Island,TMY
Senggo Airport,ID,Senggo-Papua Island,ZEG
Bilogai-Sugapa Airport,ID,Sugapa-Papua Island,UGU
Indagen Airport,PG,Indagen,IDN
Ileg Airport,PG,Ileg,ILX
Iamalele Airport,PG,Iamalele- Fergusson Island,IMA
Inhaminga Airport,MZ,Inhaminga,IMG
Vijayanagar Aerodrome (JSW),IN,-,VDY
Jagdalpur Airport,IN,Jagdalpur,JGB
Neyveli Airport,IN,Neyveli,NVY
Rajouri Airport,IN,Rajouri,RJI
Tezu Airport,IN,Tezu,TEI
Chinde Airport,MZ,Chinde,INE
Iokea Airport,PG,Iokea,IOK
Ioma Airport,PG,Ioma,IOP
Khaneh Airport,IR,Khaneh,KHA
Qeshm International Airport,IR,Qeshm,GSM
Iranamadu Seaplane Base,LK,Iranamadu,IRU
New Ishigaki Airport,JP,Ishigaki,ISG
San Domino Island Heliport,IT,Tremiti Islands,TQR
Itokama Airport,PG,Itokama,ITK
Inus Airport,PG,Inus,IUS
Ivishak Airport,US,Ivishak River,IVH
Viveros Island Airport,PA,Isla Viveros,IVI
Jiagedaqi Airport,CN,Jiagedaqi,JGD
Jinchuan Airport,CN,Jinchang,JIC
Jos Orno Imsula Airport,ID,Tiakur,JIO
Qianjiang Wulingshan Airport,CN,Qianjiang,JIQ
Comandante Ariston Pessoa Airport,BR,Jijoca de Jericoacoara,JJD
Quartz Creek Airport,US,Cooper Landing,JLA
Josephstaal Airport,PG,Josephstaal,JOP
Pan Am Building Heliport,US,New York,JPB
Pentagon Army Heliport,US,Washington,JPN
West 30th St. Heliport,US,New York,JRA
Downtown-Manhattan/Wall St Heliport,US,New York,JRB
Jiuhuashan Airport,CN,Chizhou,JUH
Animas Air Park,US,Durango,AMK
Broadus Airport,US,Broadus,BDX
Eureka Airport,US,Eureka,EUE
Jackpot Airport/Hayden Field,US,Jackpot,KPT
Rolla Downtown Airport,US,Rolla,RLA
Elizabeth Field,US,Fishers Island,FID
Humboldt Municipal Airport,US,Humboldt,HUD
Jefferson County International Airport,US,Port Townsend,TWD
Kayenta Airport,US,Kayenta,MVM
Columbia County Airport,US,Hudson,HCC
Ardmore Downtown Executive Airport,US,Ardmore,AHD
Grand Canyon West Airport,US,Peach Springs,GCW
Lampson Field,US,Lakeport,CKE
Montague-Yreka Rohrer Field,US,Montague,ROF
Fremont County Airport,US,CaÃ±on City,CNE
Rouses Point Seaplane Base,US,Rouses Point,RSX
Cooperstown-Westville Airport,US,Cooperstown,COP
Council Airport,US,Council,CIL
Iraan Municipal Airport,US,Iraan,IRB
Gansner Field,US,Quincy,GNF
Chiloquin State Airport,US,Chiloquin,CHZ
St. Mary's County Regional Airport,US,Leonardtown,LTW
Arapahoe Municipal Airport,US,Arapahoe,AHF
Princeton Airport,US,Princeton/Rocky Hill,PCT
Calverton Executive Airpark,US,Calverton,CTO
Grand Lake Regional Airport,US,Afton,NRI
Grants Pass Airport,US,Grants Pass,GTP
Jerry Tyler Memorial Airport,US,Niles,NLE
Grand Coulee Dam Airport,US,Electric City,GCD
Valle Airport,US,Grand Canyon,VLE
Perry-Foley Airport,US,Perry,FPY
Manti-Ephraim Airport,US,Manti,NTJ
Mount Pleasant Airport,US,Mount Pleasant,MSD
Salina Gunnison Airport,US,Salina,SBO
Central Jersey Regional Airport,US,Manville,JVI
Eunice Airport,US,Eunice,UCE
Gold Beach Municipal Airport,US,Gold Beach,GOL
Kentland Municipal Airport,US,Kentland,KKT
Prentice Airport,US,Prentice,PRW
Maverick County Memorial International Airport,US,Eagle Pass,EGP
Boulder City Municipal Airport,US,Boulder City,BLD
Mesquite Airport,US,Mesquite,MFH
Iosco County Airport,US,East Tawas,ECA
Florence Municipal Airport,US,Florence,FMU
Anacortes Airport,US,Anacortes,OTS
Roosevelt Municipal Airport,US,Roosevelt,ROL
Canton Municipal Airport,US,Canton,CTK
North Fork Valley Airport,US,Paonia,WPO
Antlers Municipal Airport,US,Antlers,ATE
Wilgrove Air Park,US,Charlotte,QWG
Austin Airport,US,Austin,ASQ
Apalachicola Regional Airport,US,Apalachicola,AAF
Lehigh Valley International Airport,US,Allentown,ABE
Abilene Regional Airport,US,Abilene,ABI
Albuquerque International Sunport,US,Albuquerque,ABQ
Aberdeen Regional Airport,US,Aberdeen,ABR
Southwest Georgia Regional Airport,US,Albany,ABY
Antrim County Airport,US,Bellaire,ACB
Nantucket Memorial Airport,US,Nantucket,ACK
Waco Regional Airport,US,Waco,ACT
California Redwood Coast-Humboldt County Airport,US,Arcata/Eureka,ACV
Atlantic City International Airport,US,Atlantic City,ACY
Lenawee County Airport,US,Adrian,ADG
Ada Regional Airport,US,Ada,ADT
Ardmore Municipal Airport,US,Ardmore,ADM
Addison Airport,US,Dallas,ADS
Joint Base Andrews,US,Camp Springs,ADW
Kake Seaplane Base,US,Kake,KAE
Albert Lea Municipal Airport,US,Albert Lea,AEL
Alexandria International Airport,US,Alexandria,AEX
Karato Airport,PG,Karato,KAF
USAF Academy Airfield,US,Colorado Springs,AFF
Washington County Airport,US,Washington,WSG
Jaffrey Airport Silver Ranch Airport,US,Jaffrey,AFN
Afton Municipal Airport,US,Afton,AFO
Fort Worth Alliance Airport,US,Fort Worth,AFW
Allegheny County Airport,US,Pittsburgh,AGC
Ralph C Weiser Field,US,Magnolia,AGO
Augusta Regional At Bush Field,US,Augusta,AGS
Amedee Army Air Field,US,Herlong,AHC
Amery Municipal Airport,US,Amery,AHH
Athens Ben Epps Airport,US,Athens,AHN
Alliance Municipal Airport,US,Alliance,AIA
Anderson Municipal Darlington Field,US,Anderson,AID
Aiken Regional Airport,US,Aiken,AIK
Atlantic Municipal Airport,US,Atlantic,AIO
George Downer Airport,US,Aliceville,AIV
Atlantic City Municipal Bader Field,US,Atlantic City,AIY
Lee C Fine Memorial Airport,US,Kaiser Lake Ozark,AIZ
Colorado Plains Regional Airport,US,Akron,AKO
Akron Fulton International Airport,US,Akron,AKC
Albany International Airport,US,Albany,ALB
Alice International Airport,US,Alice,ALI
Alamogordo White Sands Regional Airport,US,Alamogordo,ALM
St Louis Regional Airport,US,Alton/St Louis,ALN
Waterloo Regional Airport,US,Waterloo,ALO
San Luis Valley Regional Bergman Field,US,Alamosa,ALS
Walla Walla Regional Airport,US,Walla Walla,ALW
Thomas C Russell Field,US,Alexander City,ALX
Rick Husband Amarillo International Airport,US,Amarillo,AMA
Gratiot Community Airport,US,Alma,AMN
Ames Municipal Airport,US,Ames,AMW
Anniston Regional Airport,US,Anniston,ANB
Anderson Regional Airport,US,Anderson,AND
Salida Airport Harriett Alexander Field,US,Salida,SLT
Lee Airport,US,Annapolis,ANP
Tri State Steuben County Airport,US,Angola,ANQ
Ainsworth Regional Airport,US,Ainsworth,ANW
Anthony Municipal Airport,US,Anthony,ANY
Lima Allen County Airport,US,Lima,AOH
Altoona Blair County Airport,US,Altoona,AOO
Centennial Airport,US,Denver,APA
Napa County Airport,US,Napa,APC
Naples Municipal Airport,US,Naples,APF
Phillips Army Air Field,US,Aberdeen Proving Grounds(Aberdeen),APG
A P Hill AAF (Fort A P Hill) Airport,US,Fort A. P. Hill,APH
Alpena County Regional Airport,US,Alpena,APN
Marion County Brown Field,US,Jasper,APT
Apple Valley Airport,US,Apple Valley,APV
Kamulai Airport,PG,Kamulai Mission,KAQ
Acadiana Regional Airport,US,New Iberia,ARA
Ann Arbor Municipal Airport,US,Ann Arbor,ARB
Walnut Ridge Regional Airport,US,Walnut Ridge,ARG
Wharton Regional Airport,US,Wharton,WHT
Aurora Municipal Airport,US,Chicago/Aurora,AUZ
Watertown International Airport,US,Watertown,ART
Lakeland-Noble F. Lee Memorial field,US,Minocqua-Woodruff,ARV
Beaufort County Airport,US,Beaufort,BFT
Aspen-Pitkin Co/Sardy Field,US,Aspen,ASE
Springdale Municipal Airport,US,Springdale,SPZ
Boire Field,US,Nashua,ASH
Harrison County Airport,US,Marshall,ASL
Talladega Municipal Airport,US,Talladega,ASN
Astoria Regional Airport,US,Astoria,AST
John F Kennedy Memorial Airport,US,Ashland,ASX
Ashley Municipal Airport,US,Ashley,ASY
Hartsfield Jackson Atlanta International Airport,US,Atlanta,ATL
Artesia Municipal Airport,US,Artesia,ATS
Appleton International Airport,US,Appleton,ATW
Watertown Regional Airport,US,Watertown,ATY
Augusta State Airport,US,Augusta,AUG
Austin Municipal Airport,US,Austin,AUM
Auburn Municipal Airport,US,Auburn,AUN
Auburn University Regional Airport,US,Auburn,AUO
Austin Bergstrom International Airport,US,Austin,AUS
Wausau Downtown Airport,US,Wausau,AUW
Asheville Regional Airport,US,Asheville,AVL
Avon Park Executive Airport,US,Avon Park,AVO
Wilkes Barre Scranton International Airport,US,Wilkes-Barre/Scranton,AVP
Marana Regional Airport,US,Tucson,AVW
Catalina Airport,US,Avalon,AVX
West Memphis Municipal Airport,US,West Memphis,AWM
Algona Municipal Airport,US,Algona,AXG
Chandler Field,US,Alexandria,AXN
Altus Quartz Mountain Regional Airport,US,Altus,AXS
Neil Armstrong Airport,US,Wapakoneta,AXV
Angel Fire Airport,US,Angel Fire,AXX
Ft Devens Moore Army Air Field,US,-,AYE
Waycross Ware County Airport,US,Waycross,AYS
Arnold Air Force Base,US,Tullahoma,TUH
Kalamazoo Battle Creek International Airport,US,Kalamazoo,AZO
Beale Air Force Base,US,Marysville,BAB
Barksdale Air Force Base,US,Bossier City,BAD
Westfield-Barnes Regional Airport,US,Westfield/Springfield,BAF
Columbus Municipal Airport,US,Columbus,CLU
Battle Mountain Airport,US,Battle Mountain,BAM
Benson Municipal Airport,US,Benson,BBB
Curtis Field,US,Brady,BBD
Marlboro County Jetport H.E. Avent Field,US,Bennettsville,BTN
Broken Bow Municipal Airport,US,Broken Bow,BBW
Virginia Tech Montgomery Executive Airport,US,Blacksburg,BCB
Bryce Canyon Airport,US,Bryce Canyon,BCE
Boca Raton Airport,US,Boca Raton,BCT
Baudette International Airport,US,Baudette,BDE
Blanding Municipal Airport,US,Blanding,BDG
Bradley International Airport,US,Hartford,BDL
Igor I Sikorsky Memorial Airport,US,Bridgeport,BDR
Boulder Municipal Airport,US,Boulder,WBU
Bell Island Hot Springs Seaplane Base,US,Bell Island,KBE
Beech Factory Airport,US,Wichita,BEC
Laurence G Hanscom Field,US,Bedford,BED
Southwest Michigan Regional Airport,US,Benton Harbor,BEH
Bradford Regional Airport,US,Bradford,BFD
Western Neb. Rgnl/William B. Heilig Airport,US,Scottsbluff,BFF
Boeing Field King County International Airport,US,Seattle,BFI
Meadows Field,US,Bakersfield,BFL
Mobile Downtown Airport,US,Mobile,BFM
Virgil I Grissom Municipal Airport,US,Bedford,BFR
Hutchinson County Airport,US,Borger,BGD
Decatur County Industrial Air Park,US,Bainbridge,BGE
Greater Binghamton/Edwin A Link field,US,Binghamton,BGM
Bangor International Airport,US,Bangor,BGR
Hancock County-Bar Harbor Airport,US,Bar Harbor,BHB
Birmingham-Shuttlesworth International Airport,US,Birmingham,BHM
Block Island State Airport,US,Block Island,BID
Beatrice Municipal Airport,US,Beatrice,BIE
Biggs Army Air Field (Fort Bliss),US,Fort Bliss/El Paso,BIF
